Customer_ID,Customer_Name,Email,Product,Quantity,Price_Per_Item,Purchase_Date,Season,Total_Price,Season_Number,Recency,Avg_Order_Value,Cluster_Label,Segment,Suggested_Campaign
101,Megan Young,stacy94@haas-everett.org,Blazer,0.13153341044116398,0.5798292109199661,2025-01-03,Autumn,0.5874627919078927,0.5021395048517511,-1.1640173819264854,0.5798292109199661,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
102,Cheryl Page,dallen@bond.com,Sneakers,-1.4468675148528052,0.6300423148738374,2024-12-05,Spring,-0.9410137467369307,-0.21520264493646454,-0.8646691341357547,0.6300423148738374,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
103,James Silva,brandtkayla@yahoo.com,Coat,0.13153341044116398,-0.9424206773658159,2024-11-11,Monsoon,-0.5034944401359962,1.2194816546399667,-0.6169326532054947,-0.9424206773658159,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
104,Brian Conway,roger99@hall.info,Loafers,-0.6576670522058206,-0.05532250751408992,2024-10-14,Monsoon,-0.4862377863883883,1.2194816546399667,-0.3279067587868581,-0.05532250751408992,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
105,Luke Torres,james23@casey.com,Coat,-0.6576670522058206,1.435213841432405,2024-06-27,Winter,0.2259148511958169,-0.9325447947246802,0.7972297587714059,1.435213841432405,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
106,Daniel Petty,raymondlittle@wood.com,Blazer,-1.4468675148528052,1.5990671280187219,2024-04-20,Winter,-0.7095220501226797,-0.9325447947246802,1.4991497880738092,1.5990671280187219,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
107,Nicholas Skinner,bankssonya@gmail.com,Coat,0.9207338730881486,-0.13548728751062128,2024-09-28,Summer,0.6741669546397758,-1.6498869445128959,-0.16274910483335148,-0.13548728751062128,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
108,Joshua Williams,whitedavid@holmes.com,Light Jacket,0.13153341044116398,-1.6779986037076144,2024-06-12,Monsoon,-1.0306641674257226,1.2194816546399667,0.9520650593528184,-1.6779986037076144,2,Lost Customers,Re-engagement Emails & Offers
109,Desiree Burnett,qguzman@yahoo.com,Loafers,0.13153341044116398,-1.564358421075169,2024-09-09,Autumn,-0.9492211796168906,0.5021395048517511,0.03337560923643766,-1.564358421075169,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
110,Olivia Gordon,floresjessica@gmail.com,Loafers,0.9207338730881486,0.7049215049804876,2024-08-27,Monsoon,1.477232694894305,1.2194816546399667,0.16756620307366182,0.7049215049804876,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
111,Jose Forbes,ronaldfuentes@mendez-cochran.org,Coat,0.9207338730881486,0.8397040471724578,2025-01-31,Spring,1.6060262570105976,-0.21520264493646454,-1.4530432763451222,0.8397040471724578,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
112,Amanda Williams,michelemyers@yahoo.com,Coat,-1.4468675148528052,1.194719501442811,2025-01-20,Autumn,-0.806117221709899,0.5021395048517511,-1.3394973892520863,1.194719501442811,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
113,Ashley Velasquez,sandovaljohn@young-church.info,Light Jacket,-1.4468675148528052,1.4774985605514546,2024-10-27,Monsoon,-0.7385637356979221,1.2194816546399667,-0.46209735262408225,1.4774985605514546,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
114,Caroline Torres,gabrielle42@yahoo.com,Light Jacket,0.13153341044116398,-0.29317405255874335,2024-09-01,Monsoon,-0.03819612994135143,1.2194816546399667,0.11595443621319099,-0.29317405255874335,2,Lost Customers,Re-engagement Emails & Offers
115,Dr. Margaret Walker MD,dustinmiller@lane.biz,Blazer,0.13153341044116398,-0.39183839716985885,2024-07-10,Winter,-0.10890632090715904,-0.9325447947246802,0.6630391649341817,-0.39183839716985885,2,Lost Customers,Re-engagement Emails & Offers
116,Courtney Murray,sandrabriggs@hendricks-garcia.com,Boots,1.709934335735133,1.0661034807890353,2024-07-11,Spring,2.708768520882121,-0.21520264493646454,0.6527168115620876,1.0661034807890353,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
117,Nancy Gonzales,rjones@perez-thompson.com,Sneakers,0.13153341044116398,-0.3143164121182681,2025-02-10,Winter,-0.05334831371973878,-0.9325447947246802,-1.5562668100660637,-0.3143164121182681,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
118,Marvin Wagner,zjames@yahoo.com,Boots,1.709934335735133,-1.2930314733946013,2024-10-09,Monsoon,-0.10911676790408109,1.2194816546399667,-0.2762949919263873,-1.2930314733946013,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
119,Heather Jones,diana54@yahoo.com,Sneakers,1.709934335735133,0.32259716961241497,2024-05-02,Winter,1.8206821938710849,-0.9325447947246802,1.375281547608679,0.32259716961241497,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
120,Sydney Olson,collierlaura@hoffman.org,Coat,0.13153341044116398,1.536520980988461,2024-12-28,Autumn,1.27309910787992,0.5021395048517511,-1.1020832616939205,1.536520980988461,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
121,Anthony Ray,barmstrong@yahoo.com,Loafers,0.13153341044116398,-0.8472800593479546,2024-10-11,Monsoon,-0.4353096131332531,1.2194816546399667,-0.2969396986705756,-0.8472800593479546,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
122,Brittany Perry,dunnheather@snyder.org,Boots,0.9207338730881486,0.4952597726818671,2024-12-28,Spring,1.276887153824517,-0.21520264493646454,-1.1020832616939205,0.4952597726818671,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
123,Jacob Lopez,roger21@hotmail.com,Sneakers,0.13153341044116398,-0.32841131849128463,2025-02-11,Winter,-0.06344976957199701,-0.9325447947246802,-1.566589163438158,-0.32841131849128463,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
